,movie_code,duration,facenumber_in_poster,country,budget,gross,num_voted_users,num_user_for_reviews,num_critic_for_reviews,movie_facebook_likes,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,imdb_score,imdb_score_class
3981,3982,25.0,5.0,USA,,,36265,147.0,55.0,0,,443.0,421.0,395.0,2195,8.4,Excellent
3017,3018,89.0,6.0,USA,12000000.0,,105,7.0,3.0,634,49.0,551.0,85.0,84.0,895,2.8,Bad
786,787,126.0,3.0,USA,60000000.0,30695227.0,45296,267.0,125.0,0,0.0,13000.0,10000.0,9000.0,34774,6.7,Good
1643,1644,121.0,2.0,USA,30000000.0,46875468.0,196217,461.0,478.0,59000,777.0,455.0,221.0,219.0,1467,7.6,Good
3133,3134,98.0,0.0,USA,10000000.0,25464480.0,63108,330.0,183.0,15000,58.0,14000.0,537.0,242.0,15251,5.9,Fair
549,550,91.0,0.0,USA,75000000.0,73661010.0,71137,229.0,190.0,0,27.0,12000.0,970.0,925.0,17299,6.6,Good
3971,3972,152.0,2.0,USA,3800000.0,14873.0,5294,67.0,53.0,251,541.0,773.0,575.0,288.0,2888,6.8,Good
2115,2116,96.0,0.0,France,25000000.0,16027866.0,26767,121.0,148.0,0,11.0,805.0,173.0,150.0,1411,5.1,Fair
4791,4792,90.0,0.0,USA,1066167.0,258113.0,42678,135.0,279.0,0,57.0,1000.0,235.0,92.0,1528,7.1,Good
3076,3077,98.0,0.0,UK,7000000.0,23838.0,28570,160.0,120.0,0,7.0,805.0,766.0,507.0,2271,5.5,Fair
1977,1978,140.0,1.0,USA,25000000.0,13651662.0,332276,514.0,317.0,77000,149.0,27000.0,798.0,581.0,29692,8.2,Excellent
4684,4685,90.0,1.0,USA,750000.0,,25951,129.0,233.0,2000,129.0,935.0,611.0,280.0,2170,5.6,Fair
3388,3389,92.0,1.0,USA,8000000.0,58401464.0,276746,264.0,262.0,19000,87.0,15000.0,1000.0,424.0,16982,7.1,Good
2832,2833,100.0,5.0,South Korea,13400000.0,163591.0,912,17.0,4.0,502,26.0,898.0,391.0,385.0,2895,3.6,Bad
2318,2319,135.0,0.0,USA,20000000.0,4001121.0,48346,230.0,231.0,0,162.0,23000.0,13000.0,228.0,36398,7.0,Good
3202,3203,98.0,0.0,Canada,8000000.0,1641788.0,30096,213.0,157.0,0,0.0,530.0,387.0,258.0,1381,6.8,Good
219,220,123.0,0.0,USA,125000000.0,215397307.0,242188,1426.0,237.0,0,610.0,10000.0,794.0,653.0,11930,6.1,Good
681,682,101.0,0.0,USA,65000000.0,28045540.0,67707,202.0,136.0,0,4000.0,17000.0,14000.0,539.0,32232,6.1,Good
2211,2212,128.0,1.0,USA,20000000.0,31838002.0,136673,281.0,324.0,10000,835.0,11000.0,896.0,755.0,13189,7.6,Good
4614,4615,87.0,2.0,USA,1000000.0,,275,22.0,2.0,141,3.0,767.0,282.0,149.0,1593,5.8,Fair
4726,4727,87.0,6.0,USA,,,1305,3.0,8.0,244,490.0,833.0,523.0,201.0,2295,5.4,Fair
868,869,110.0,0.0,USA,55000000.0,38553833.0,46239,155.0,62.0,0,81.0,1000.0,416.0,163.0,1752,6.8,Good
1018,1019,115.0,2.0,USA,50000000.0,10556196.0,16562,73.0,59.0,697,333.0,972.0,713.0,317.0,2606,6.2,Good
2435,2436,102.0,1.0,Canada,18000000.0,14793904.0,28209,80.0,107.0,0,0.0,946.0,800.0,529.0,4072,5.3,Fair
3713,3714,117.0,0.0,USA,5000000.0,27296514.0,326494,340.0,471.0,65000,212.0,11000.0,3000.0,896.0,17738,8.0,Good
1398,1399,95.0,1.0,USA,33000000.0,205399422.0,181225,784.0,199.0,0,116.0,45000.0,645.0,481.0,47203,6.6,Good
1359,1360,127.0,0.0,USA,38000000.0,41997790.0,125305,343.0,302.0,39000,123.0,14000.0,924.0,904.0,17551,6.4,Good
4203,4204,80.0,0.0,USA,2500000.0,99851.0,1138,30.0,28.0,0,0.0,191.0,12.0,5.0,210,7.1,Good
3081,3082,97.0,1.0,Canada,12500000.0,,1337,28.0,17.0,392,4.0,882.0,450.0,194.0,1554,6.3,Good
4610,4611,96.0,1.0,USA,1000000.0,,1359,8.0,20.0,903,0.0,782.0,490.0,396.0,2607,5.8,Fair
4448,4449,83.0,1.0,USA,2000000.0,184925485.0,133348,204.0,145.0,0,0.0,82.0,47.0,31.0,229,7.7,Good
4919,4920,94.0,1.0,USA,200000.0,,15,3.0,3.0,66,0.0,433.0,375.0,178.0,1112,8.1,Excellent
2973,2974,119.0,3.0,China,100000000.0,11041228.0,92295,420.0,248.0,0,611.0,755.0,483.0,4.0,1244,7.6,Good
2124,2125,120.0,1.0,France,16000000.0,634277.0,5166,27.0,78.0,815,2.0,809.0,521.0,80.0,1651,7.3,Good
4594,4595,93.0,1.0,USA,500000.0,48430.0,20176,73.0,112.0,0,11.0,443.0,298.0,271.0,1452,6.8,Good
953,954,80.0,0.0,USA,35000000.0,75367693.0,58961,232.0,116.0,795,12.0,13000.0,258.0,58.0,13430,5.0,Fair
2695,2696,76.0,0.0,Canada,15000000.0,11144518.0,2724,53.0,24.0,436,9.0,595.0,417.0,47.0,1139,2.8,Bad
2403,2404,94.0,10.0,USA,18000000.0,59573085.0,13562,103.0,156.0,19000,52.0,567.0,312.0,261.0,2259,6.1,Good
3890,3891,150.0,0.0,UK,140000000.0,65007045.0,128694,657.0,314.0,51000,0.0,23000.0,892.0,748.0,26489,6.1,Good
4491,4492,99.0,0.0,USA,1200000.0,,24891,150.0,73.0,0,13000.0,282.0,255.0,232.0,1041,7.2,Good
608,609,116.0,0.0,USA,70000000.0,40932372.0,58023,281.0,120.0,0,380.0,18000.0,13000.0,774.0,32563,6.3,Good
2134,2135,96.0,0.0,USA,17000000.0,42660000.0,25086,87.0,60.0,1000,8.0,533.0,219.0,199.0,1254,4.8,Fair
736,737,100.0,4.0,USA,60000000.0,90341670.0,102129,432.0,167.0,0,55.0,12000.0,1000.0,416.0,14611,5.5,Fair
2234,2235,103.0,3.0,Germany,,26870825.0,22604,124.0,90.0,0,31.0,12000.0,804.0,733.0,14903,6.4,Good
2685,2686,85.0,0.0,USA,,10353690.0,2673,31.0,68.0,116,0.0,468.0,67.0,44.0,646,8.4,Excellent
4538,4539,86.0,0.0,UK,1000000.0,14564027.0,76407,335.0,203.0,0,385.0,266.0,209.0,100.0,673,7.0,Good
882,883,280.0,0.0,USA,56000000.0,12870569.0,13215,497.0,84.0,953,33.0,789.0,640.0,67.0,1671,6.3,Good
16,17,173.0,3.0,USA,220000000.0,623279547.0,995415,1722.0,703.0,123000,0.0,26000.0,21000.0,19000.0,87697,8.1,Excellent
1736,1737,128.0,3.0,USA,30000000.0,37036404.0,44816,259.0,148.0,0,0.0,955.0,869.0,754.0,5404,6.4,Good
3243,3244,85.0,6.0,USA,6500000.0,70527.0,7690,68.0,27.0,376,0.0,11000.0,826.0,742.0,14656,6.7,Good
3049,3050,84.0,1.0,USA,11000000.0,13592872.0,10777,79.0,58.0,671,71.0,8000.0,723.0,553.0,10982,5.1,Fair
677,678,96.0,0.0,Germany,65000000.0,42345531.0,104831,423.0,239.0,32000,545.0,14000.0,1000.0,974.0,17913,5.4,Fair
4261,4262,119.0,8.0,USA,1614000.0,,2269,34.0,12.0,236,6.0,1000.0,760.0,380.0,2555,7.1,Good
1952,1953,93.0,5.0,USA,25000000.0,17718223.0,162067,316.0,92.0,0,17.0,13000.0,634.0,360.0,14180,6.6,Good
1487,1488,100.0,1.0,UK,35000000.0,10991381.0,44931,100.0,188.0,0,212.0,2000.0,1000.0,919.0,5890,7.3,Good
4813,4814,89.0,0.0,France,6000000.0,12843.0,27297,131.0,279.0,0,33.0,470.0,378.0,118.0,1233,6.1,Good
3060,3061,94.0,3.0,UK,11000000.0,3034181.0,13622,128.0,70.0,550,18.0,658.0,463.0,183.0,1559,5.4,Fair
717,718,116.0,0.0,USA,95000000.0,102678089.0,42705,274.0,113.0,885,165.0,577.0,501.0,475.0,2321,6.3,Good
2639,2640,106.0,0.0,USA,15000000.0,35007180.0,26846,193.0,102.0,0,357.0,23000.0,1000.0,883.0,26652,5.6,Fair
1744,1745,88.0,0.0,Romania,12000000.0,17016190.0,28632,214.0,148.0,0,64.0,1000.0,857.0,363.0,2567,4.9,Fair
4659,4660,93.0,1.0,UK,,,190,6.0,16.0,33,5.0,49.0,11.0,10.0,81,6.9,Good
2623,2624,113.0,8.0,USA,15000000.0,55184721.0,9811,100.0,41.0,1000,0.0,2000.0,721.0,607.0,6510,5.6,Fair
1534,1535,124.0,3.0,USA,38000000.0,8406264.0,24826,175.0,56.0,783,179.0,11000.0,617.0,551.0,13093,6.0,Fair
4996,4997,90.0,0.0,USA,42000.0,241816.0,6246,76.0,75.0,451,234.0,552.0,61.0,15.0,642,7.5,Good
1885,1886,99.0,1.0,USA,25000000.0,134141530.0,75903,109.0,146.0,0,167.0,655.0,521.0,460.0,2394,6.2,Good
3882,3883,104.0,0.0,Russia,4200000.0,1487477.0,47097,310.0,232.0,0,335.0,114.0,28.0,16.0,206,6.5,Good
2723,2724,98.0,0.0,USA,,3525161.0,15388,190.0,106.0,0,18.0,837.0,400.0,220.0,1675,5.5,Fair
449,450,110.0,1.0,USA,80000000.0,130313314.0,168172,380.0,265.0,0,88.0,13000.0,12000.0,11000.0,44798,6.5,Good
537,538,100.0,4.0,USA,35000000.0,73023275.0,16271,57.0,107.0,1000,87.0,3000.0,576.0,446.0,5174,5.4,Fair
4386,4387,126.0,10.0,USA,1644736.0,,17799,133.0,51.0,0,964.0,319.0,302.0,275.0,1363,8.0,Good
1974,1975,127.0,7.0,Chile,26000000.0,12188642.0,21098,56.0,120.0,0,36.0,562.0,499.0,399.0,2230,6.9,Good
3048,3049,89.0,0.0,USA,11000000.0,13903262.0,14656,90.0,37.0,0,2.0,799.0,711.0,651.0,4291,6.3,Good
1632,1633,83.0,5.0,USA,30000000.0,51109400.0,76850,85.0,43.0,1000,88.0,3000.0,459.0,348.0,4767,6.4,Good
3284,3285,120.0,6.0,USA,9000000.0,34074895.0,6525,79.0,32.0,0,92.0,1000.0,886.0,862.0,5420,6.7,Good
475,476,129.0,1.0,USA,80000000.0,65948711.0,86422,363.0,209.0,0,438.0,18000.0,1000.0,502.0,20056,6.6,Good
4124,4125,86.0,0.0,Ireland,,128937.0,2437,31.0,90.0,580,0.0,767.0,122.0,77.0,975,6.2,Good
4430,4431,98.0,0.0,USA,1500000.0,105943.0,1351,11.0,14.0,212,102.0,563.0,485.0,360.0,2628,6.1,Good
1554,1555,105.0,1.0,France,33000000.0,99462.0,11347,28.0,122.0,5000,0.0,716.0,648.0,223.0,1843,7.1,Good
3367,3368,100.0,2.0,USA,8000000.0,34963967.0,270441,378.0,327.0,40000,129.0,23000.0,10000.0,3000.0,39807,7.7,Good
4913,4914,87.0,0.0,USA,200000.0,,129799,638.0,66.0,46000,29.0,505.0,323.0,131.0,1181,8.0,Good
2619,2620,98.0,1.0,USA,15000000.0,61400000.0,71183,183.0,55.0,0,11000.0,816.0,695.0,624.0,3617,7.4,Good
880,881,114.0,1.0,UK,55000000.0,16264475.0,54787,216.0,202.0,0,159.0,13000.0,2000.0,877.0,16899,6.9,Good
2354,2355,184.0,2.0,Germany,20000000.0,476270.0,29602,110.0,160.0,0,34.0,486.0,471.0,155.0,1601,7.4,Good
675,676,114.0,0.0,USA,16900000.0,,41776,383.0,97.0,0,468.0,1000.0,1000.0,919.0,3860,6.4,Good
121,122,105.0,2.0,USA,150000000.0,177243721.0,130272,209.0,185.0,2000,189.0,49000.0,3000.0,1000.0,54039,5.9,Fair
2378,2379,172.0,0.0,USA,19000000.0,,6156,91.0,30.0,560,75.0,617.0,134.0,102.0,1131,6.7,Good
794,795,104.0,0.0,USA,60000000.0,30063805.0,31788,243.0,117.0,0,293.0,780.0,265.0,256.0,2109,6.1,Good
465,466,88.0,1.0,USA,80000000.0,90443603.0,112167,123.0,46.0,0,30.0,13000.0,967.0,366.0,15001,6.3,Good
649,650,127.0,1.0,USA,70000000.0,182805123.0,158864,395.0,149.0,0,278.0,2000.0,955.0,912.0,5838,6.4,Good
1344,1345,120.0,1.0,USA,38000000.0,58700247.0,95367,260.0,279.0,33000,508.0,21000.0,11000.0,1000.0,36062,6.9,Good
2401,2402,98.0,2.0,USA,18000000.0,60057639.0,107815,485.0,195.0,10000,72.0,1000.0,624.0,566.0,3151,7.1,Good
2327,2328,80.0,2.0,USA,20000000.0,1646664.0,4518,66.0,28.0,241,121.0,836.0,624.0,587.0,2467,2.8,Bad
862,863,94.0,1.0,USA,55000000.0,68218041.0,67191,108.0,189.0,14000,70.0,1000.0,549.0,497.0,2820,6.0,Fair
371,372,106.0,0.0,USA,88000000.0,78747585.0,89770,342.0,253.0,39000,0.0,22000.0,11000.0,1000.0,35367,5.6,Fair
4626,4627,90.0,2.0,Canada,1000000.0,,137,16.0,16.0,48,0.0,57.0,40.0,36.0,231,5.4,Fair
2333,2334,103.0,1.0,Japan,2127519898.0,410388.0,13727,79.0,105.0,973,78.0,488.0,336.0,101.0,991,6.9,Good
2236,2237,106.0,0.0,USA,20000000.0,21200000.0,34774,162.0,59.0,1000,835.0,1000.0,967.0,458.0,3598,6.8,Good
2780,2781,105.0,1.0,UK,13000000.0,29959436.0,82327,350.0,331.0,18000,58.0,11000.0,1000.0,583.0,12894,6.4,Good
1803,1804,116.0,4.0,USA,27000000.0,69586544.0,15352,199.0,93.0,0,144.0,1000.0,482.0,477.0,3845,6.0,Fair
4997,4998,90.0,5.0,USA,40000.0,277233.0,2631,26.0,21.0,0,4.0,20000.0,467.0,113.0,20814,7.6,Good
4668,4669,87.0,0.0,USA,,58163.0,122,3.0,13.0,4,0.0,1000.0,749.0,258.0,2359,4.2,Fair
4176,4177,100.0,1.0,USA,2600000.0,,5012,47.0,66.0,254,6.0,331.0,272.0,209.0,1082,5.3,Fair
1074,1075,84.0,7.0,USA,48000000.0,110000082.0,111526,347.0,151.0,0,119.0,807.0,780.0,750.0,3629,5.5,Fair
3669,3670,116.0,0.0,USA,5500000.0,50382128.0,10472,202.0,62.0,0,0.0,907.0,637.0,476.0,2723,5.6,Fair
1993,1994,105.0,0.0,Germany,33000000.0,34014398.0,115650,1033.0,285.0,4000,160.0,852.0,521.0,490.0,2603,5.6,Fair
56,57,122.0,4.0,USA,185000000.0,130468626.0,53607,432.0,322.0,30000,681.0,998.0,119.0,105.0,1327,7.5,Good
2721,2722,92.0,0.0,USA,20000000.0,4002955.0,33745,198.0,59.0,0,6.0,890.0,729.0,577.0,3654,6.2,Good
623,624,88.0,1.0,USA,70000000.0,8460990.0,5116,54.0,51.0,5000,6.0,2000.0,1000.0,854.0,6946,5.6,Fair
1286,1287,84.0,0.0,USA,40000000.0,21176322.0,23747,207.0,86.0,0,33.0,1000.0,1000.0,1000.0,5039,4.0,Bad
3779,3780,103.0,0.0,USA,5000000.0,1100000.0,3665,39.0,19.0,247,261.0,722.0,280.0,145.0,1201,6.8,Good
4792,4793,84.0,0.0,USA,15000.0,107917283.0,184824,1189.0,409.0,12000,110.0,189.0,109.0,21.0,330,6.3,Good
4634,4635,100.0,1.0,USA,950000.0,,7870,64.0,8.0,884,12.0,529.0,413.0,354.0,2468,6.0,Fair
3383,3384,93.0,3.0,USA,5000000.0,14015786.0,37952,298.0,107.0,938,44.0,15000.0,11000.0,596.0,27646,6.5,Good
1244,1245,134.0,1.0,USA,40000000.0,47034272.0,25465,190.0,249.0,16000,16000.0,880.0,413.0,235.0,2281,6.9,Good
3005,3006,110.0,1.0,USA,12000000.0,175370.0,6884,133.0,42.0,458,18.0,13000.0,883.0,865.0,17417,4.6,Fair
2159,2160,101.0,1.0,USA,20000000.0,117224271.0,47794,81.0,156.0,0,79.0,608.0,362.0,218.0,1787,7.1,Good
1466,1467,96.0,1.0,USA,35000000.0,22913677.0,47800,244.0,89.0,0,13.0,11000.0,1000.0,973.0,17292,6.3,Good
3513,3514,105.0,3.0,USA,7000000.0,2062066.0,11387,147.0,97.0,357,261.0,783.0,658.0,617.0,2684,6.6,Good
292,293,98.0,10.0,USA,100000000.0,148383780.0,85531,152.0,180.0,0,80.0,22000.0,713.0,708.0,24082,5.5,Fair
2482,2483,93.0,4.0,USA,18000000.0,,13133,101.0,46.0,0,32.0,13000.0,1000.0,1000.0,16735,4.6,Fair
3635,3636,104.0,5.0,France,,181798.0,2591,36.0,60.0,52,324.0,173.0,67.0,27.0,282,6.6,Good
4773,4774,90.0,0.0,USA,,,30,1.0,1.0,70,0.0,84.0,41.0,33.0,254,8.3,Excellent
1346,1347,88.0,0.0,China,40000000.0,,2169,18.0,4.0,0,0.0,76.0,47.0,46.0,196,6.4,Good
2694,2695,124.0,0.0,USA,15000000.0,10763469.0,13692,55.0,42.0,877,11000.0,11000.0,860.0,563.0,12685,6.4,Good
2667,2668,94.0,0.0,USA,15000000.0,22189039.0,17074,55.0,25.0,466,11.0,1000.0,605.0,232.0,2210,5.5,Fair
3914,3915,107.0,2.0,USA,25000000.0,14637490.0,16411,136.0,160.0,0,0.0,798.0,374.0,255.0,2537,4.8,Fair
1347,1348,146.0,0.0,USA,38000000.0,50668906.0,76016,265.0,65.0,0,278.0,18000.0,584.0,494.0,20516,7.6,Good
4089,4090,82.0,1.0,USA,3000000.0,4142507.0,3665,81.0,48.0,131,0.0,472.0,324.0,51.0,858,4.4,Fair
1758,1759,110.0,0.0,USA,26000000.0,58885635.0,194422,1057.0,287.0,7000,0.0,3000.0,2000.0,1000.0,10438,7.4,Good
3876,3877,133.0,0.0,India,150000000.0,199228.0,7295,49.0,12.0,504,12.0,464.0,374.0,106.0,1045,7.2,Good
3326,3327,127.0,1.0,France,,171320.0,10796,33.0,163.0,0,236.0,580.0,236.0,68.0,1129,7.3,Good
844,845,134.0,0.0,USA,55000000.0,107100855.0,323353,527.0,491.0,65000,521.0,15000.0,535.0,186.0,16281,7.9,Good
428,429,107.0,1.0,USA,70000000.0,137340146.0,246492,685.0,173.0,7000,153.0,11000.0,1000.0,233.0,12700,6.4,Good
4638,4639,100.0,8.0,USA,930000.0,20186.0,6025,15.0,18.0,995,28.0,945.0,756.0,501.0,2924,5.7,Fair
692,693,121.0,0.0,UK,55000000.0,43247140.0,134625,265.0,361.0,40000,175.0,963.0,580.0,221.0,2131,7.1,Good
2879,2880,96.0,2.0,USA,11000000.0,3074838.0,56264,166.0,226.0,0,460.0,14000.0,153.0,73.0,14372,6.3,Good
3760,3761,90.0,4.0,USA,5000000.0,6755271.0,7319,131.0,56.0,327,23.0,847.0,591.0,560.0,3004,5.3,Fair
1648,1649,107.0,0.0,USA,30000000.0,42385520.0,47297,86.0,138.0,16000,209.0,2000.0,594.0,357.0,4059,6.2,Good
4462,4463,135.0,2.0,USA,1592000.0,638951.0,775,19.0,15.0,100,5.0,51.0,24.0,5.0,83,7.4,Good
3069,3070,111.0,2.0,UK,12000000.0,,5013,59.0,136.0,0,17.0,845.0,641.0,405.0,3117,5.7,Fair
4769,4770,90.0,3.0,USA,500000.0,,5025,45.0,26.0,701,0.0,322.0,178.0,120.0,630,6.6,Good
3726,3727,134.0,0.0,Canada,,19097994.0,11744,49.0,125.0,0,81.0,882.0,845.0,388.0,2410,7.1,Good
2984,2985,113.0,0.0,Australia,12000000.0,4717455.0,18632,354.0,138.0,656,319.0,1000.0,65.0,48.0,1171,5.3,Fair
811,812,108.0,0.0,USA,58000000.0,363024263.0,479047,1058.0,579.0,117000,84.0,16000.0,805.0,361.0,18239,8.1,Excellent
2257,2258,88.0,1.0,USA,35000000.0,16988996.0,3875,75.0,43.0,422,0.0,3000.0,968.0,939.0,8189,4.0,Bad
4685,4686,95.0,0.0,USA,750000.0,,851,30.0,8.0,128,3.0,717.0,134.0,118.0,1117,3.1,Bad
2896,2897,109.0,1.0,USA,12500000.0,14060950.0,14354,139.0,83.0,0,97.0,13000.0,795.0,355.0,14347,6.9,Good
4551,4552,109.0,0.0,UK,1100000.0,,162,5.0,29.0,75,0.0,202.0,47.0,30.0,283,7.0,Good
4010,4011,91.0,3.0,USA,3500000.0,96793.0,12188,135.0,50.0,1000,23.0,4000.0,756.0,660.0,6380,5.3,Fair
129,130,115.0,1.0,USA,150000000.0,181015141.0,536314,738.0,516.0,63000,0.0,26000.0,20000.0,12000.0,60059,7.0,Good
1029,1030,88.0,5.0,USA,50000000.0,6471394.0,15880,93.0,75.0,288,5.0,11000.0,387.0,338.0,11972,4.9,Fair
3096,3097,96.0,0.0,USA,10000000.0,63270259.0,111087,319.0,190.0,0,163.0,723.0,651.0,448.0,3492,5.9,Fair
1901,1902,98.0,5.0,USA,26000000.0,84136909.0,267921,577.0,181.0,0,285.0,640000.0,8000.0,7000.0,656730,7.2,Good
1196,1197,120.0,0.0,USA,40000000.0,96917897.0,479453,696.0,556.0,74000,21000.0,10000.0,349.0,81.0,10555,7.7,Good
1508,1509,93.0,2.0,France,32000000.0,,28848,76.0,58.0,0,18.0,4000.0,820.0,324.0,5377,5.7,Fair
4767,4768,122.0,0.0,USA,,,292,16.0,1.0,353,406.0,358.0,317.0,152.0,1038,2.2,Bad
258,259,119.0,0.0,USA,120000000.0,98780042.0,136019,443.0,447.0,14000,1000.0,11000.0,1000.0,741.0,13391,5.8,Fair
3553,3554,99.0,0.0,USA,6500000.0,84263837.0,81699,291.0,271.0,45000,40.0,1000.0,421.0,300.0,2323,5.4,Fair
2713,2714,102.0,4.0,USA,15000000.0,6409206.0,32311,104.0,132.0,0,11.0,15000.0,14000.0,1000.0,33153,6.2,Good
12,13,151.0,2.0,USA,225000000.0,423032628.0,522040,1832.0,313.0,5000,563.0,40000.0,5000.0,1000.0,48486,7.3,Good
3704,3705,115.0,1.0,Mexico,5000000.0,44456509.0,22105,81.0,41.0,14000,399.0,399.0,89.0,83.0,688,7.6,Good
33,34,104.0,0.0,Canada,210000000.0,234360014.0,383427,1912.0,334.0,0,420.0,20000.0,808.0,560.0,21714,6.8,Good
4903,4904,86.0,3.0,USA,200000.0,215185.0,48,2.0,7.0,26,0.0,178.0,58.0,15.0,279,7.5,Good
684,685,60.0,0.0,UK,,,8739,28.0,14.0,0,,1000.0,773.0,575.0,3537,8.1,Excellent
153,154,95.0,0.0,USA,145000000.0,143523463.0,64322,145.0,210.0,24000,5.0,24000.0,11000.0,967.0,36095,7.2,Good
2753,2754,124.0,1.0,UK,15000000.0,,695,32.0,22.0,277,67.0,631.0,452.0,303.0,1585,6.6,Good
3613,3614,84.0,1.0,USA,6000000.0,5895238.0,17169,70.0,133.0,9000,4.0,8000.0,806.0,546.0,10123,5.5,Fair
4717,4718,98.0,0.0,USA,600000.0,,719,9.0,8.0,128,5.0,587.0,448.0,233.0,1707,4.5,Fair
531,532,125.0,0.0,USA,50000000.0,41814863.0,28635,308.0,167.0,893,212.0,613.0,422.0,394.0,1970,5.1,Fair
3375,3376,60.0,2.0,USA,,,5817,25.0,9.0,0,,666.0,579.0,460.0,4043,7.1,Good
814,815,103.0,4.0,USA,58000000.0,80021740.0,47968,154.0,218.0,35000,11.0,2000.0,1000.0,543.0,5497,6.4,Good
2474,2475,119.0,2.0,USA,20000000.0,121463226.0,422606,555.0,256.0,0,99.0,15000.0,833.0,778.0,17584,7.6,Good
4250,4251,100.0,0.0,USA,2000000.0,14673301.0,112899,631.0,533.0,45000,421.0,314.0,189.0,159.0,1062,6.9,Good
2490,2491,110.0,2.0,USA,17500000.0,19179969.0,54710,177.0,91.0,0,422.0,33000.0,459.0,422.0,35345,6.3,Good
4481,4482,27.0,0.0,USA,,,3282,17.0,19.0,632,,934.0,691.0,201.0,1961,7.3,Good
496,497,118.0,4.0,USA,80000000.0,19673424.0,37446,232.0,205.0,0,252.0,529.0,48.0,30.0,619,5.8,Fair
83,84,109.0,3.0,Belgium,,,2138,15.0,10.0,677,596.0,622.0,525.0,283.0,1982,4.5,Fair
3904,3905,93.0,0.0,France,5000000.0,15152879.0,13506,68.0,161.0,0,8.0,45000.0,541.0,400.0,46868,4.0,Bad
2181,2182,85.0,0.0,USA,20000000.0,48546578.0,50415,613.0,99.0,806,64.0,3000.0,869.0,729.0,6539,2.7,Bad
4478,4479,87.0,0.0,USA,15000000.0,,458,3.0,7.0,381,11.0,578.0,418.0,397.0,1730,3.7,Bad
2855,2856,84.0,2.0,USA,13200000.0,52543632.0,12676,84.0,58.0,0,12.0,1000.0,345.0,334.0,2297,5.6,Fair
1204,1205,128.0,0.0,USA,40000000.0,95001343.0,66511,200.0,216.0,28000,241.0,11000.0,3000.0,898.0,16911,7.5,Good
1349,1350,123.0,3.0,USA,35000000.0,40334024.0,44168,216.0,116.0,989,7.0,931.0,754.0,692.0,2912,6.2,Good
1030,1031,87.0,0.0,USA,50000000.0,6291602.0,8070,91.0,82.0,255,0.0,2000.0,602.0,591.0,3954,5.6,Fair
3261,3262,117.0,0.0,UK,9500000.0,43100000.0,75280,267.0,130.0,0,43.0,742.0,462.0,244.0,2127,6.9,Good
234,235,124.0,0.0,USA,120000000.0,89021735.0,387436,892.0,539.0,71000,364.0,11000.0,10000.0,1000.0,22004,7.0,Good
18,19,106.0,1.0,USA,225000000.0,179020854.0,268154,341.0,451.0,40000,188.0,10000.0,816.0,718.0,12572,6.8,Good
4060,4061,108.0,0.0,USA,3000000.0,,33741,141.0,70.0,0,174.0,253.0,197.0,110.0,649,8.1,Excellent
1628,1629,124.0,1.0,USA,30000000.0,52937130.0,198066,426.0,147.0,13000,47.0,40000.0,1000.0,877.0,43453,7.6,Good
3593,3594,94.0,0.0,Germany,6000000.0,21005329.0,89128,258.0,96.0,0,12.0,16000.0,876.0,583.0,19341,6.4,Good
2856,2857,126.0,0.0,USA,18000000.0,25592632.0,220475,1066.0,330.0,20000,0.0,2000.0,850.0,745.0,5371,7.2,Good
1214,1215,105.0,2.0,USA,40000000.0,71347010.0,166194,215.0,215.0,0,29.0,24000.0,4000.0,257.0,28928,7.1,Good
1739,1740,113.0,0.0,USA,29000000.0,,71596,276.0,181.0,3000,0.0,504.0,147.0,89.0,810,7.1,Good
3604,3605,99.0,1.0,UK,9000000.0,11883495.0,52805,278.0,88.0,0,29.0,711.0,427.0,161.0,1462,6.8,Good
1416,1417,100.0,3.0,USA,35000000.0,63939454.0,61321,217.0,127.0,0,31.0,947.0,742.0,591.0,2968,6.2,Good
1439,1440,103.0,1.0,Canada,35000000.0,40687294.0,107772,398.0,228.0,0,212.0,15000.0,552.0,248.0,16249,5.4,Fair
1990,1991,95.0,3.0,USA,25000000.0,5654777.0,4875,26.0,31.0,206,32.0,843.0,593.0,324.0,2165,4.1,Fair
2784,2785,100.0,1.0,USA,20000000.0,19900000.0,17262,53.0,34.0,1000,0.0,723.0,422.0,364.0,2348,4.5,Fair
360,361,151.0,0.0,USA,90000000.0,132373442.0,873649,2054.0,352.0,29000,17000.0,29000.0,13000.0,1000.0,45648,8.5,Excellent
4204,4205,106.0,2.0,UK,14000000.0,115504.0,4820,26.0,22.0,0,8.0,611.0,397.0,315.0,1739,6.2,Good
4937,4938,72.0,0.0,USA,150000.0,4914.0,123,2.0,5.0,215,0.0,0.0,0.0,0.0,0,7.0,Good
3903,3904,109.0,0.0,USA,,10941801.0,12059,486.0,74.0,2000,0.0,847.0,670.0,428.0,2649,5.4,Fair
4781,4782,82.0,6.0,USA,500000.0,,53,5.0,1.0,62,5.0,472.0,251.0,237.0,1752,4.3,Fair
3802,3803,92.0,0.0,UK,2500000.0,,10056,82.0,80.0,639,46.0,570.0,337.0,141.0,1258,6.2,Good
1784,1785,94.0,4.0,USA,28000000.0,24268828.0,29971,71.0,97.0,0,32.0,1000.0,626.0,453.0,3436,5.4,Fair
